question_id,title,topic_primary,url_slug,source_url,base_unweighted_n,base_weighted_n,moe_question_level,is_multiselect,options_count
2025-097_a_1,Which moral value is more important to you?,ASA Omnibus Survey,which-moral-value-is-more-important-to-you,https://reports.verasight.io/reports/asa-2025#which-moral-value-is-more-important-to-you,1000,999.9999999999818,+/- 3.1%,false,2
2025-097_a_10,Please indicate the extent to which you agree or disagree with the following statement: Media portrayals of my race/ethnicity reflect the diversity and complexity of my experiences.,ASA Omnibus Survey,please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_11,Where would you place yourself on the scale of political views?,ASA Omnibus Survey,where-would-you-place-yourself-on-the-scale-of-political-views,https://reports.verasight.io/reports/asa-2025#where-would-you-place-yourself-on-the-scale-of-political-views,1000,999.9999999999818,+/- 3.1%,false,7
2025-097_a_12,How would you describe your current social class?,ASA Omnibus Survey,how-would-you-describe-your-current-social-class,https://reports.verasight.io/reports/asa-2025#how-would-you-describe-your-current-social-class,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_14,How concerned have you felt about changes you have noticed in the climate since you were a child?,ASA Omnibus Survey,how-concerned-have-you-felt-about-changes-you-have-noticed-in-the-climate-since-you-were-a-child,https://reports.verasight.io/reports/asa-2025#how-concerned-have-you-felt-about-changes-you-have-noticed-in-the-climate-since-you-were-a-child,1000,999.9999999999818,+/- 3.1%,false,4
2025-097_a_15,Have you noticed any changes in your health when experiencing repeated natural disasters?,ASA Omnibus Survey,have-you-noticed-any-changes-in-your-health-when-experiencing-repeated-natural-disasters,https://reports.verasight.io/reports/asa-2025#have-you-noticed-any-changes-in-your-health-when-experiencing-repeated-natural-disasters,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_16,"On a scale of 0 to 10, with 0 being no pain at all and 10 being the worst pain imaginable, how would you rate your pain?",ASA Omnibus Survey,pain-rating-for-fingers-caught-in-car-door,https://reports.verasight.io/reports/asa-2025#on-a-scale-of-0-to-10-with-0-being-no-pain-at-all-and-10-being-the-worst-pain-imaginable-how-would-you-rate-your-pain,1000,999.9999999999818,+/- 3.1%,false,11
2025-097_a_17,"On a scale of 0 to 10, with 0 being no pain at all and 10 being the worst pain imaginable, how would you rate your pain?",ASA Omnibus Survey,pain-rating-for-stubbed-toe,https://reports.verasight.io/reports/asa-2025#on-a-scale-of-0-to-10-with-0-being-no-pain-at-all-and-10-being-the-worst-pain-imaginable-how-would-you-rate-your-pain,1000,999.9999999999818,+/- 3.1%,false,11
2025-097_a_18,"If your parent developed a health limitation that made it difficult for them to take care of themselves independently, what would be your preferred care arrangement for them?",ASA Omnibus Survey,if-your-parent-developed-a-health-limitation-that-made-it-difficult-for-them-to-take-care-of-themselves-independently-what-would-be-your-preferred-care-arrangement-for-them,https://reports.verasight.io/reports/asa-2025#if-your-parent-developed-a-health-limitation-that-made-it-difficult-for-them-to-take-care-of-themselves-independently-what-would-be-your-preferred-care-arrangement-for-them,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_19,"Please indicate to extent to which you agree or disagree with the following statement: Over the past month, I followed a set of rules that guided my cannabis use in different situations, such as when or whether I use, and how much I use.",ASA Omnibus Survey,please-indicate-to-extent-to-which-you-agree-or-disagree-with-the-following-statement-over-the-past-month-i-followed-a-set-of-rules-that-guided-my-cannabis-use-in-different,https://reports.verasight.io/reports/asa-2025#please-indicate-to-extent-to-which-you-agree-or-disagree-with-the-following-statement-over-the-past-month-i-followed-a-set-of-rules-that-guided-my-cannabis-use-in-different-situations-such-as-when-or-whether-i-use-and-how-much-i-use,1000,999.9999999999818,+/- 3.1%,false,7
2025-097_a_2,"In your opinion, how well are people in your area with limited English proficiency able to participate in daily life, such as work, school, or accessing health care services?",ASA Omnibus Survey,in-your-opinion-how-well-are-people-in-your-area-with-limited-english-proficiency-able-to-participate-in-daily-life-such-as-work-school-or-accessing-health-care-services,https://reports.verasight.io/reports/asa-2025#in-your-opinion-how-well-are-people-in-your-area-with-limited-english-proficiency-able-to-participate-in-daily-life-such-as-work-school-or-accessing-health-care-services,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_20,"Relative to other people your same age and gender, how high is your own cancer risk?",ASA Omnibus Survey,relative-to-other-people-your-same-age-and-gender-how-high-is-your-own-cancer-risk,https://reports.verasight.io/reports/asa-2025#relative-to-other-people-your-same-age-and-gender-how-high-is-your-own-cancer-risk,1000,999.9999999999818,+/- 3.1%,false,6
2025-097_a_21,"In your opinion, how important is it to get annual cancer screenings?",ASA Omnibus Survey,in-your-opinion-how-important-is-it-to-get-annual-cancer-screenings,https://reports.verasight.io/reports/asa-2025#in-your-opinion-how-important-is-it-to-get-annual-cancer-screenings,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_22,"If you have ever made a charitable donation, what was the last amount you gave?",ASA Omnibus Survey,if-you-have-ever-made-a-charitable-donation-what-was-the-last-amount-you-gave,https://reports.verasight.io/reports/asa-2025#if-you-have-ever-made-a-charitable-donation-what-was-the-last-amount-you-gave,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_23,How important is your local sports team to your city?,ASA Omnibus Survey,how-important-is-your-local-sports-team-to-your-city,https://reports.verasight.io/reports/asa-2025#how-important-is-your-local-sports-team-to-your-city,1000,999.9999999999818,+/- 3.1%,false,5
2025-097_a_24,Which political party brought about Social Security--Democrats or Republicans?,ASA Omnibus Survey,which-political-party-brought-about-social-security-democrats-or-republicans,https://reports.verasight.io/reports/asa-2025#which-political-party-brought-about-social-security-democrats-or-republicans,1000,999.9999999999818,+/- 3.1%,false,2
2025-097_a_25,How many inhabited territories does the U.S. have?,ASA Omnibus Survey,how-many-inhabited-territories-does-the-u-s-have,https://reports.verasight.io/reports/asa-2025#how-many-inhabited-territories-does-the-u-s-have,1000,999.9999999999818,+/- 3.1%,false,7
2025-097_a_26,What feeling do you most associate with taking surveys?,ASA Omnibus Survey,what-feeling-do-you-most-associate-with-taking-surveys,https://reports.verasight.io/reports/asa-2025#what-feeling-do-you-most-associate-with-taking-surveys,1000,999.9999999999818,+/- 3.1%,false,6
2025-097_a_27,Which of these best describes the reason you spend time on Verasight and other survey sites?,ASA Omnibus Survey,which-of-these-best-describes-the-reason-you-spend-time-on-verasight-and-other-survey-sites,https://reports.verasight.io/reports/asa-2025#which-of-these-best-describes-the-reason-you-spend-time-on-verasight-and-other-survey-sites,1000,999.9999999999818,+/- 3.1%,false,6
2025-097_a_28,Does the money that you earn through Verasight and other paid survey sites make a meaningful difference in your life?,ASA Omnibus Survey,paid-survey-income-meaningful-difference,https://reports.verasight.io/reports/asa-2025#does-the-money-that-you-earn-through-verasight-and-other-paid-survey-sites-make-a-meaningful-difference-in-your-life,1000,999.9999999999818,+/- 3.1%,true,4
2025-097_a_29,Which vegetable do you like the most?,ASA Omnibus Survey,which-vegetable-do-you-like-the-most,https://reports.verasight.io/reports/asa-2025#which-vegetable-do-you-like-the-most,1000,999.9999999999818,+/- 3.1%,false,7
2025-097_a_3,What level of education is needed to perform your current job (if currently employed)?,ASA Omnibus Survey,what-level-of-education-is-needed-to-perform-your-current-job-if-currently-employed,https://reports.verasight.io/reports/asa-2025#what-level-of-education-is-needed-to-perform-your-current-job-if-currently-employed,1000,999.9999999999818,+/- 3.1%,false,8
2025-097_a_30,Which of the following toppings belong on a hot dog?,ASA Omnibus Survey,which-of-the-following-toppings-belong-on-a-hot-dog,https://reports.verasight.io/reports/asa-2025#which-of-the-following-toppings-belong-on-a-hot-dog,1000,999.9999999999818,+/- 3.1%,true,7
2025-097_a_4,"Thinking of the tasks you do in your job, how much do you use AI in your work?",ASA Omnibus Survey,thinking-of-the-tasks-you-do-in-your-job-how-much-do-you-use-ai-in-your-work,https://reports.verasight.io/reports/asa-2025#thinking-of-the-tasks-you-do-in-your-job-how-much-do-you-use-ai-in-your-work,1000,999.9999999999818,+/- 3.1%,false,6
2025-097_a_5_1,"If you were paid each of the following for your current job, would you consider that to be: - $20,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-20-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-20-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_2,"If you were paid each of the following for your current job, would you consider that to be: - $30,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-30-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-30-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_3,"If you were paid each of the following for your current job, would you consider that to be: - $45,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-45-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-45-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_4,"If you were paid each of the following for your current job, would you consider that to be: - $62,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-62-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-62-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_5,"If you were paid each of the following for your current job, would you consider that to be: - $90,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-90-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-90-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_6,"If you were paid each of the following for your current job, would you consider that to be: - $125,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-125-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-125-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_5_7,"If you were paid each of the following for your current job, would you consider that to be: - $170,000",ASA Omnibus Survey,if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-170-000,https://reports.verasight.io/reports/asa-2025#if-you-were-paid-each-of-the-following-for-your-current-job-would-you-consider-that-to-be-170-000,1000,999.9999999999818,+/- 3.1%,false,10
2025-097_a_6,"In your opinion, what quality most makes you consider a neighborhood to be desirable?",ASA Omnibus Survey,in-your-opinion-what-quality-most-makes-you-consider-a-neighborhood-to-be-desirable,https://reports.verasight.io/reports/asa-2025#in-your-opinion-what-quality-most-makes-you-consider-a-neighborhood-to-be-desirable,1000,999.9999999999818,+/- 3.1%,false,8
2025-097_a_7,Which of the following factors would you consider most important when choosing a mortgage lender during the home buying process?,ASA Omnibus Survey,mortgage-lender-selection-factors,https://reports.verasight.io/reports/asa-2025#which-of-the-following-factors-would-you-consider-most-important-when-choosing-a-mortgage-lender-during-the-home-buying-process,1000,999.9999999999818,+/- 3.1%,true,7
2025-097_a_8,To what degree to you trust these data?,ASA Omnibus Survey,to-what-degree-to-you-trust-these-data,https://reports.verasight.io/reports/asa-2025#to-what-degree-to-you-trust-these-data,1000,999.9999999999818,+/- 3.1%,false,7
2025-097_a_9,How much do you think close others see you in the way you see yourself?,ASA Omnibus Survey,how-much-do-you-think-close-others-see-you-in-the-way-you-see-yourself,https://reports.verasight.io/reports/asa-2025#how-much-do-you-think-close-others-see-you-in-the-way-you-see-yourself,1000,999.9999999999818,+/- 3.1%,false,7
2026-044_q3_17,How worried are you about climate change?,"Elections, Civic Life, & the Environment",how-worried-are-you-about-climate-change,https://reports.verasight.io/reports/omnibus-2026-044#q-3-17,1000,999.9999999999818,+/- 3.1%,false,5
